"","categoryNumber","ComboPhen","comboSD","deComboSD","comboAverage","deComboAverage","timeDifference","diffPercent"
"AM/APC",3,"M",0.175905664236209,0.402831019255642,6.85089845657349,7.96845560073853,1.11755714416504,16.3125632535501
"OM/OPC",3,"M",0.0912150940297328,0.483704434465525,7.31083955764771,8.77837266921997,1.46753311157227,20.0733869208922
"HM/HPC",3,"M",0.158474711762293,1.78076828696652,7.64844341278076,10.6768577098846,3.02841429710388,39.5951716403277
"IM/IPC",3,"M",0.173756165425975,0.839003820279164,7.11069555282593,8.88427481651306,1.77357926368713,24.9424159776082
"MG/PCG",3,"M",0.114200365539781,1.01503805675347,7.31282992362976,9.66066679954529,2.34783687591553,32.1057224143696
"AOM/AOPC",4,"M",0.418567454058892,15.1808921501997,8.30453667640686,42.5478057384491,34.2432690620422,412.344124619585
"AHM/AHPC",4,"M",1.02330358793801,45.6422363289167,10.3016093730927,61.4245619297028,51.1229525566101,496.261804394768
"AIM/AIPC",4,"M",0.56079533806003,35.3328262811855,9.773845911026,54.6261840343475,44.8523381233215,458.901629221748
"OHM/OHPC",4,"M",0.131614447726831,2.91638715068283,8.88747630119324,19.2866044044495,10.3991281032562,117.008785743373
"OIM/OIPC",4,"M",0.380640593914942,7.92852344818868,8.44478120803833,26.827780008316,18.3829988002777,217.684725600463
"HIM/HIPC",4,"M",1.22798156706537,22.3575253512761,11.3749878406525,72.0080232143402,60.6330353736877,533.038243408002
"HMG/HPCG",4,"M",0.232809141867604,2.10398217647282,8.9062922000885,14.9997700691223,6.09347786903381,68.4176729455751
"IMG/IPCG",4,"M",0.252287072056361,10.7617302580222,8.85619735717773,34.0268200397491,25.1706226825714,284.214789569603
"AOHM/AOHPC",5,"M",13.6290933962068,82.9319519657443,33.8316234588623,236.102736473083,202.271113014221,597.875869776612
"AOIM/AOIPC",5,"M",4.59302691162142,123.015796914549,27.4898484706879,671.208498525619,643.718650054932,2341.65950656775
"AHIM/AHIPC",5,"M",28.7327434356174,6508.90716473935,73.6994203090668,14724.4749849796,14650.7755646706,19879.0919972381
"OHIM/OHIPC",5,"M",2.8695069121695,24.4944983006429,19.097665309906,116.128156518936,97.0304912090302,508.075147587282
"HIMG/HIPCG",5,"M",3.45369482689846,54.3233296889622,15.2629994869232,144.246995210648,128.983995723724,845.076328766395
"AOHIM/AOHIPC",6,"M",727.498961734086,2253.14840733182,2325.48505744934,4933.02294912338,2607.53789167404,112.128774309738
"HG/AOH",3,"G",0.0888769052922321,0.110572442161519,8.11892437934875,8.77714610099792,0.65822172164917,8.10725277012579
"IG/AOI",3,"G",0.102804712979266,0.595025357653252,7.55070209503174,8.77602953910828,1.22532744407654,16.227993485305
"PG/AOP",3,"G",0.283337422175879,1.65705827202266,6.94404034614563,10.4680241584778,3.52398381233215,50.7483199501884
"CG/AOC",3,"G",0.228673202057424,0.348621693049787,7.26309123039246,7.95661840438843,0.693527173995971,9.5486501820864
"MG/AOM",3,"G",0.114200365539781,0.418567454058892,7.31282992362976,8.30453667640686,0.991706752777099,13.56118989685
"HIG/AOHI",4,"G",0.104955099656953,4.87574987820364,8.85748152732849,23.1047698020935,14.247288274765,160.850330094475
"HPG/AOHP",4,"G",0.203979021726976,13.1997468119263,8.9261549949646,35.7274084091187,26.8012534141541,300.255299502116
"HCG/AOHC",4,"G",0.0716996466782052,4.3392636222334,8.5121458530426,16.9140912532806,8.40194540023804,98.7053740066593
"IPG/AOIP",4,"G",0.686754065083377,82.1274407051771,9.43670134544373,176.064842653275,166.628141307831,1765.74562665674
"ICG/AOIC",4,"G",0.34930418186213,7.53997434687392,8.37923445701599,32.483581829071,24.1043473720551,287.667656224517
"PCG/AOPC",4,"G",1.01503805675347,15.1808921501997,9.66066679954529,42.5478057384491,32.8871389389038,340.423074527855
"HMG/AOHM",4,"G",0.232809141867604,13.6290933962068,8.9062922000885,33.8316234588623,24.9253312587738,279.862042461689
"IMG/AOIM",4,"G",0.252287072056361,4.59302691162142,8.85619735717773,27.4898484706879,18.6336511135101,210.402392381285
"HIPG/AOHIP",5,"G",4.15526934565086,270.220704130775,18.1518580913544,442.307520866394,424.15566277504,2336.70658199484
"HICG/AOHIC",5,"G",0.269190643065419,78.3741870141549,9.54865193367004,204.336896371841,194.788244438171,2039.95543864488
"HPCG/AOHPC",5,"G",2.10398217647282,82.9319519657443,14.9997700691223,236.102736473083,221.102966403961,1474.04237121682
"IPCG/AOIPC",5,"G",10.7617302580222,123.015796914549,34.0268200397491,671.208498525619,637.18167848587,1872.58661767845
"HIMG/AOHIM",5,"G",3.45369482689846,727.498961734086,15.2629994869232,2325.48505744934,2310.22205796242,15136.0947102287
"HIPCG/AOHIPC",6,"G",54.3233296889622,2253.14840733182,144.246995210648,4933.02294912338,4788.77595391273,3319.84451178311
"-",NA,NA,NA,NA,NA,NA,NA,NA
"MG/AOPC",4,"MG",0.114200365539781,15.1808921501997,7.31282992362976,42.5478057384491,35.2349758148193,481.8240842846
"HMG/AOHPC",5,"MG",0.232809141867604,82.9319519657443,8.9062922000885,236.102736473083,227.196444272995,2550.96553278072
"IMG/AOIPC",5,"MG",0.252287072056361,123.015796914549,8.85619735717773,671.208498525619,662.352301168442,7478.96952219139
"HIMG/AOHIPC",6,"MG",3.45369482689846,2253.14840733182,15.2629994869232,4933.02294912338,4917.75994963646,32220.1409614789
