"","Mean","SD","noOutlierMean","noOutlierSD"
"twoCategory",8.2437401731809,0.512918194496798,8.2437401731809,0.512918194496798
"threeCategory",8.80423300827251,0.528061992461589,8.80423300827251,0.528061992461589
"fourCategory",11.6372886300087,2.82414718708614,11.2066357363825,1.60657279841045
"fiveCategory",61.5213903605938,97.9522504454655,28.4080729075841,23.6794378497099
"sixCategory",119.679379940033,35.0879255102377,119.679379940033,35.0879255102377
